timestamp,session_id,level_number,value
1770036060.755,196,1,"(511.0, 568.0)"
1770036060.765,196,1,"(511.0, 568.0)"
1770036060.776,196,1,"(511.0, 568.0)"
1770036060.786,196,1,"(511.0, 568.0)"
1770036060.797,196,1,"(511.0, 511.0)"
1770036060.808,196,1,"(511.0, 511.0)"
1770036060.819,196,1,"(511.0, 454.0)"
1770036060.829,196,1,"(511.0, 454.0)"
1770036060.84,196,1,"(511.0, 454.0)"
1770036060.851,196,1,"(511.0, 511.0)"
1770036060.862,196,1,"(511.0, 511.0)"
1770036060.872,196,1,"(511.0, 511.0)"
1770036060.882,196,1,"(511.0, 511.0)"
1770036060.893,196,1,"(511.0, 511.0)"
1770036060.903,196,1,"(511.0, 511.0)"
1770036060.914,196,1,"(511.0, 511.0)"
1770036060.925,196,1,"(511.0, 511.0)"
1770036060.935,196,1,"(511.0, 511.0)"
1770036060.946,196,1,"(511.0, 511.0)"
1770036060.956,196,1,"(511.0, 511.0)"
1770036060.967,196,1,"(511.0, 511.0)"
1770036060.977,196,1,"(511.0, 511.0)"
1770036060.988,196,1,"(511.0, 511.0)"
1770036060.999,196,1,"(511.0, 454.0)"
1770036061.009,196,1,"(511.0, 454.0)"
1770036061.02,196,1,"(511.0, 454.0)"
1770036061.031,196,1,"(511.0, 454.0)"
1770036061.041,196,1,"(511.0, 454.0)"
1770036061.052,196,1,"(511.0, 454.0)"
1770036061.062,196,1,"(511.0, 454.0)"
1770036061.073,196,1,"(511.0, 454.0)"
1770036061.084,196,1,"(511.0, 454.0)"
1770036061.096,196,1,"(511.0, 454.0)"
1770036061.106,196,1,"(511.0, 454.0)"
1770036061.118,196,1,"(511.0, 454.0)"
1770036061.128,196,1,"(511.0, 454.0)"
1770036061.139,196,1,"(511.0, 454.0)"
1770036061.149,196,1,"(511.0, 454.0)"
1770036061.159,196,1,"(511.0, 454.0)"
1770036061.171,196,1,"(511.0, 454.0)"
1770036061.181,196,1,"(511.0, 454.0)"
1770036061.191,196,1,"(511.0, 454.0)"
1770036061.202,196,1,"(511.0, 454.0)"
1770036061.212,196,1,"(511.0, 454.0)"
1770036061.223,196,1,"(511.0, 454.0)"
1770036061.234,196,1,"(511.0, 454.0)"
1770036061.245,196,1,"(511.0, 454.0)"
1770036061.255,196,1,"(511.0, 454.0)"
1770036061.265,196,1,"(511.0, 454.0)"
1770036061.276,196,1,"(511.0, 454.0)"
1770036061.286,196,1,"(511.0, 454.0)"
1770036061.296,196,1,"(511.0, 454.0)"
1770036061.306,196,1,"(511.0, 454.0)"
1770036061.318,196,1,"(511.0, 454.0)"
1770036061.329,196,1,"(511.0, 454.0)"
1770036061.34,196,1,"(511.0, 454.0)"
1770036061.35,196,1,"(511.0, 454.0)"
1770036061.361,196,1,"(511.0, 511.0)"
1770036061.371,196,1,"(511.0, 511.0)"
1770036061.381,196,1,"(511.0, 568.0)"
1770036061.392,196,1,"(511.0, 568.0)"
1770036061.402,196,1,"(511.0, 568.0)"
1770036061.412,196,1,"(511.0, 568.0)"
1770036061.423,196,1,"(511.0, 568.0)"
1770036061.434,196,1,"(511.0, 568.0)"
1770036061.444,196,1,"(511.0, 568.0)"
1770036061.455,196,1,"(511.0, 568.0)"
1770036061.466,196,1,"(511.0, 568.0)"
1770036061.477,196,1,"(511.0, 568.0)"
1770036061.488,196,1,"(511.0, 568.0)"
1770036061.498,196,1,"(511.0, 568.0)"
1770036061.508,196,1,"(511.0, 568.0)"
1770036061.518,196,1,"(511.0, 568.0)"
1770036061.529,196,1,"(511.0, 568.0)"
1770036061.539,196,1,"(511.0, 568.0)"
1770036061.55,196,1,"(511.0, 568.0)"
1770036061.562,196,1,"(511.0, 568.0)"
1770036061.573,196,1,"(511.0, 568.0)"
1770036061.583,196,1,"(511.0, 568.0)"
1770036061.594,196,1,"(511.0, 568.0)"
1770036061.604,196,1,"(511.0, 568.0)"
1770036061.615,196,1,"(511.0, 568.0)"
1770036061.625,196,1,"(511.0, 568.0)"
1770036061.636,196,1,"(511.0, 568.0)"
1770036061.646,196,1,"(511.0, 568.0)"
1770036061.658,196,1,"(511.0, 568.0)"
1770036061.668,196,1,"(511.0, 568.0)"
1770036061.679,196,1,"(511.0, 568.0)"
1770036061.691,196,1,"(511.0, 568.0)"
1770036061.701,196,1,"(511.0, 568.0)"
1770036061.712,196,1,"(511.0, 511.0)"
1770036061.723,196,1,"(511.0, 511.0)"
1770036061.733,196,1,"(511.0, 454.0)"
1770036061.745,196,1,"(511.0, 454.0)"
1770036061.755,196,1,"(511.0, 454.0)"
1770036061.766,196,1,"(511.0, 454.0)"
1770036061.776,196,1,"(511.0, 454.0)"
1770036061.786,196,1,"(511.0, 454.0)"
1770036061.797,196,1,"(511.0, 511.0)"
1770036061.808,196,1,"(511.0, 511.0)"
1770036061.819,196,1,"(511.0, 511.0)"
1770036061.83,196,1,"(511.0, 511.0)"
1770036061.841,196,1,"(511.0, 511.0)"
1770036061.851,196,1,"(511.0, 511.0)"
1770036061.861,196,1,"(511.0, 511.0)"
1770036061.871,196,1,"(511.0, 511.0)"
1770036061.881,196,1,"(511.0, 454.0)"
1770036061.892,196,1,"(511.0, 454.0)"
1770036061.904,196,1,"(511.0, 454.0)"
1770036061.915,196,1,"(511.0, 454.0)"
1770036061.926,196,1,"(511.0, 511.0)"
1770036061.936,196,1,"(511.0, 511.0)"
1770036061.946,196,1,"(511.0, 568.0)"
1770036061.957,196,1,"(511.0, 568.0)"
1770036061.968,196,1,"(511.0, 568.0)"
1770036061.979,196,1,"(511.0, 568.0)"
1770036061.99,196,1,"(511.0, 568.0)"
1770036062.0,196,1,"(511.0, 568.0)"
1770036062.01,196,1,"(511.0, 568.0)"
1770036062.02,196,1,"(511.0, 568.0)"
1770036062.031,196,1,"(511.0, 568.0)"
1770036062.041,196,1,"(511.0, 511.0)"
1770036062.051,196,1,"(511.0, 511.0)"
1770036062.063,196,1,"(511.0, 454.0)"
1770036062.073,196,1,"(511.0, 454.0)"
1770036062.084,196,1,"(511.0, 454.0)"
1770036062.095,196,1,"(511.0, 454.0)"
1770036062.105,196,1,"(511.0, 454.0)"
1770036062.116,196,1,"(511.0, 454.0)"
1770036062.126,196,1,"(511.0, 454.0)"
1770036062.136,196,1,"(511.0, 454.0)"
1770036062.147,196,1,"(511.0, 454.0)"
1770036062.158,196,1,"(511.0, 454.0)"
1770036062.169,196,1,"(511.0, 454.0)"
1770036062.179,196,1,"(511.0, 454.0)"
1770036062.19,196,1,"(511.0, 454.0)"
1770036062.2,196,1,"(511.0, 454.0)"
1770036062.211,196,1,"(511.0, 454.0)"
1770036062.222,196,1,"(511.0, 454.0)"
1770036062.233,196,1,"(511.0, 454.0)"
1770036062.243,196,1,"(511.0, 454.0)"
1770036062.253,196,1,"(511.0, 454.0)"
1770036062.264,196,1,"(511.0, 454.0)"
1770036062.276,196,1,"(511.0, 454.0)"
1770036062.286,196,1,"(511.0, 454.0)"
1770036062.297,196,1,"(511.0, 454.0)"
1770036062.307,196,1,"(511.0, 454.0)"
1770036062.319,196,1,"(511.0, 454.0)"
1770036062.329,196,1,"(511.0, 454.0)"
1770036062.341,196,1,"(511.0, 454.0)"
1770036062.352,196,1,"(511.0, 454.0)"
1770036062.363,196,1,"(511.0, 511.0)"
1770036062.373,196,1,"(511.0, 511.0)"
1770036062.385,196,1,"(511.0, 511.0)"
1770036062.395,196,1,"(511.0, 511.0)"
1770036062.406,196,1,"(511.0, 511.0)"
1770036062.416,196,1,"(511.0, 454.0)"
1770036062.426,196,1,"(511.0, 454.0)"
1770036062.438,196,1,"(511.0, 454.0)"
1770036062.449,196,1,"(511.0, 454.0)"
1770036062.459,196,1,"(511.0, 454.0)"
1770036062.47,196,1,"(511.0, 454.0)"
1770036062.481,196,1,"(511.0, 454.0)"
1770036062.491,196,1,"(511.0, 454.0)"
1770036062.501,196,1,"(511.0, 454.0)"
1770036062.511,196,1,"(511.0, 454.0)"
1770036062.522,196,1,"(511.0, 454.0)"
1770036062.532,196,1,"(511.0, 454.0)"
1770036062.542,196,1,"(511.0, 454.0)"
1770036062.552,196,1,"(511.0, 454.0)"
1770036062.563,196,1,"(511.0, 454.0)"
1770036062.574,196,1,"(511.0, 454.0)"
1770036062.584,196,1,"(511.0, 454.0)"
1770036062.594,196,1,"(511.0, 454.0)"
1770036062.606,196,1,"(511.0, 454.0)"
1770036062.616,196,1,"(511.0, 454.0)"
1770036062.626,196,1,"(511.0, 454.0)"
1770036062.637,196,1,"(511.0, 454.0)"
1770036062.648,196,1,"(511.0, 454.0)"
1770036062.658,196,1,"(511.0, 454.0)"
1770036062.669,196,1,"(511.0, 454.0)"
1770036062.68,196,1,"(511.0, 454.0)"
1770036062.69,196,1,"(511.0, 454.0)"
1770036062.701,196,1,"(511.0, 454.0)"
1770036062.712,196,1,"(511.0, 454.0)"
1770036062.722,196,1,"(511.0, 454.0)"
1770036062.733,196,1,"(511.0, 454.0)"
1770036062.744,196,1,"(511.0, 454.0)"
1770036062.755,196,1,"(511.0, 454.0)"
1770036062.766,196,1,"(511.0, 454.0)"
1770036062.776,196,1,"(511.0, 454.0)"
1770036062.787,196,1,"(511.0, 454.0)"
1770036062.797,196,1,"(511.0, 454.0)"
1770036062.807,196,1,"(511.0, 454.0)"
1770036062.818,196,1,"(511.0, 454.0)"
1770036062.828,196,1,"(511.0, 454.0)"
1770036062.838,196,1,"(511.0, 454.0)"
1770036062.85,196,1,"(511.0, 454.0)"
1770036062.86,196,1,"(511.0, 454.0)"
1770036062.871,196,1,"(511.0, 454.0)"
1770036062.882,196,1,"(511.0, 454.0)"
1770036062.893,196,1,"(511.0, 454.0)"
1770036062.904,196,1,"(511.0, 454.0)"
1770036062.914,196,1,"(511.0, 454.0)"
1770036062.924,196,1,"(511.0, 454.0)"
1770036062.934,196,1,"(511.0, 454.0)"
1770036062.945,196,1,"(511.0, 454.0)"
1770036062.956,196,1,"(511.0, 454.0)"
1770036062.966,196,1,"(511.0, 454.0)"
1770036062.976,196,1,"(511.0, 454.0)"
1770036062.986,196,1,"(511.0, 511.0)"
1770036062.997,196,1,"(511.0, 511.0)"
1770036063.008,196,1,"(511.0, 568.0)"
1770036063.019,196,1,"(511.0, 568.0)"
1770036063.029,196,1,"(511.0, 568.0)"
1770036063.04,196,1,"(511.0, 568.0)"
1770036063.05,196,1,"(511.0, 568.0)"
1770036063.061,196,1,"(511.0, 568.0)"
1770036063.072,196,1,"(511.0, 568.0)"
1770036063.083,196,1,"(511.0, 568.0)"
1770036063.094,196,1,"(511.0, 568.0)"
1770036063.104,196,1,"(511.0, 568.0)"
1770036063.114,196,1,"(511.0, 568.0)"
1770036063.125,196,1,"(511.0, 568.0)"
1770036063.136,196,1,"(511.0, 568.0)"
1770036063.146,196,1,"(511.0, 568.0)"
1770036063.156,196,1,"(511.0, 568.0)"
1770036063.168,196,1,"(511.0, 568.0)"
1770036063.178,196,1,"(511.0, 568.0)"
1770036063.188,196,1,"(511.0, 568.0)"
1770036063.199,196,1,"(511.0, 568.0)"
1770036063.21,196,1,"(511.0, 568.0)"
1770036063.221,196,1,"(511.0, 568.0)"
1770036063.233,196,1,"(511.0, 568.0)"
1770036063.244,196,1,"(511.0, 568.0)"
1770036063.254,196,1,"(511.0, 568.0)"
1770036063.266,196,1,"(511.0, 568.0)"
1770036063.276,196,1,"(511.0, 568.0)"
1770036063.286,196,1,"(511.0, 568.0)"
1770036063.298,196,1,"(511.0, 568.0)"
1770036063.308,196,1,"(511.0, 568.0)"
1770036067.174,196,2,"(146.0, 944.0)"
1770036067.184,196,2,"(803.0, 996.0)"
1770036067.195,196,2,"(365.0, 1023.0)"
1770036067.206,196,2,"(438.0, 1023.0)"
1770036067.216,196,2,"(219.0, 1023.0)"
1770036067.227,196,2,"(365.0, 1023.0)"
1770036067.238,196,2,"(511.0, 1023.0)"
1770036067.249,196,2,"(438.0, 1023.0)"
1770036067.259,196,2,"(438.0, 1023.0)"
1770036067.27,196,2,"(511.0, 1010.0)"
1770036067.281,196,2,"(511.0, 974.0)"
1770036067.291,196,2,"(365.0, 937.0)"
1770036067.303,196,2,"(438.0, 913.0)"
1770036067.313,196,2,"(584.0, 901.0)"
1770036067.324,196,2,"(511.0, 876.0)"
1770036067.334,196,2,"(584.0, 876.0)"
1770036067.345,196,2,"(511.0, 852.0)"
1770036067.357,196,2,"(511.0, 840.0)"
1770036067.368,196,2,"(219.0, 828.0)"
1770036067.379,196,2,"(365.0, 828.0)"
1770036067.389,196,2,"(292.0, 840.0)"
1770036067.399,196,2,"(511.0, 852.0)"
1770036067.409,196,2,"(511.0, 852.0)"
1770036067.419,196,2,"(730.0, 840.0)"
1770036067.431,196,2,"(584.0, 803.0)"
1770036067.442,196,2,"(365.0, 779.0)"
1770036067.452,196,2,"(219.0, 767.0)"
1770036067.463,196,2,"(365.0, 779.0)"
1770036067.474,196,2,"(511.0, 791.0)"
1770036067.485,196,2,"(511.0, 791.0)"
1770036067.496,196,2,"(438.0, 779.0)"
1770036067.508,196,2,"(511.0, 767.0)"
1770036067.518,196,2,"(511.0, 755.0)"
1770036067.529,196,2,"(438.0, 767.0)"
1770036067.539,196,2,"(438.0, 779.0)"
1770036067.551,196,2,"(365.0, 779.0)"
1770036067.561,196,2,"(511.0, 767.0)"
1770036067.572,196,2,"(657.0, 767.0)"
1770036067.582,196,2,"(511.0, 767.0)"
1770036067.594,196,2,"(511.0, 779.0)"
1770036067.604,196,2,"(438.0, 791.0)"
1770036067.614,196,2,"(365.0, 779.0)"
1770036067.625,196,2,"(438.0, 767.0)"
1770036067.636,196,2,"(584.0, 730.0)"
1770036067.646,196,2,"(438.0, 706.0)"
1770036067.658,196,2,"(365.0, 694.0)"
1770036067.668,196,2,"(438.0, 694.0)"
1770036067.679,196,2,"(511.0, 694.0)"
1770036067.69,196,2,"(511.0, 694.0)"
1770036067.7,196,2,"(511.0, 682.0)"
1770036067.711,196,2,"(365.0, 669.0)"
1770036067.722,196,2,"(365.0, 657.0)"
1770036067.733,196,2,"(365.0, 657.0)"
1770036067.743,196,2,"(438.0, 645.0)"
1770036067.755,196,2,"(438.0, 657.0)"
1770036067.765,196,2,"(511.0, 669.0)"
1770036067.775,196,2,"(803.0, 669.0)"
1770036067.786,196,2,"(511.0, 682.0)"
1770036067.796,196,2,"(949.0, 682.0)"
1770036067.806,196,2,"(613.0, 694.0)"
1770036067.818,196,2,"(319.0, 718.0)"
1770036067.828,196,2,"(511.0, 755.0)"
1770036067.839,196,2,"(511.0, 779.0)"
1770036067.849,196,2,"(63.0, 791.0)"
1770036067.86,196,2,"(511.0, 791.0)"
1770036067.87,196,2,"(447.0, 791.0)"
1770036067.881,196,2,"(511.0, 791.0)"
1770036067.891,196,2,"(639.0, 791.0)"
1770036067.903,196,2,"(575.0, 791.0)"
1770036067.914,196,2,"(511.0, 791.0)"
1770036067.925,196,2,"(447.0, 791.0)"
1770036067.935,196,2,"(447.0, 791.0)"
1770036067.945,196,2,"(383.0, 803.0)"
1770036067.956,196,2,"(575.0, 828.0)"
1770036067.967,196,2,"(703.0, 852.0)"
1770036067.977,196,2,"(767.0, 852.0)"
1770036067.988,196,2,"(575.0, 852.0)"
1770036067.998,196,2,"(511.0, 840.0)"
1770036068.01,196,2,"(447.0, 840.0)"
1770036068.021,196,2,"(511.0, 828.0)"
1770036068.032,196,2,"(447.0, 803.0)"
1770036068.042,196,2,"(639.0, 791.0)"
1770036068.053,196,2,"(575.0, 779.0)"
1770036068.064,196,2,"(575.0, 767.0)"
1770036068.074,196,2,"(575.0, 742.0)"
1770036068.086,196,2,"(703.0, 718.0)"
1770036068.096,196,2,"(511.0, 694.0)"
1770036068.108,196,2,"(511.0, 682.0)"
1770036068.119,196,2,"(511.0, 669.0)"
1770036068.129,196,2,"(575.0, 669.0)"
1770036068.14,196,2,"(639.0, 682.0)"
1770036068.15,196,2,"(575.0, 706.0)"
1770036068.161,196,2,"(575.0, 706.0)"
1770036068.172,196,2,"(831.0, 730.0)"
1770036068.182,196,2,"(319.0, 730.0)"
1770036068.193,196,2,"(383.0, 730.0)"
1770036068.204,196,2,"(447.0, 718.0)"
1770036068.214,196,2,"(319.0, 694.0)"
1770036068.225,196,2,"(447.0, 682.0)"
1770036068.235,196,2,"(511.0, 669.0)"
1770036068.246,196,2,"(575.0, 657.0)"
1770036068.256,196,2,"(575.0, 657.0)"
1770036068.266,196,2,"(511.0, 657.0)"
1770036068.277,196,2,"(511.0, 657.0)"
1770036068.288,196,2,"(511.0, 657.0)"
1770036068.298,196,2,"(575.0, 669.0)"
1770036068.309,196,2,"(511.0, 682.0)"
1770036068.319,196,2,"(575.0, 694.0)"
1770036068.331,196,2,"(511.0, 718.0)"
1770036068.341,196,2,"(511.0, 730.0)"
1770036068.352,196,2,"(511.0, 742.0)"
1770036068.363,196,2,"(575.0, 755.0)"
1770036068.373,196,2,"(831.0, 767.0)"
1770036068.384,196,2,"(639.0, 767.0)"
1770036068.394,196,2,"(447.0, 755.0)"
1770036068.405,196,2,"(511.0, 742.0)"
1770036068.416,196,2,"(447.0, 730.0)"
1770036068.426,196,2,"(383.0, 718.0)"
1770036068.436,196,2,"(447.0, 706.0)"
1770036068.447,196,2,"(511.0, 706.0)"
1770036068.458,196,2,"(511.0, 718.0)"
1770036068.468,196,2,"(447.0, 730.0)"
1770036068.48,196,2,"(383.0, 742.0)"
1770036068.491,196,2,"(511.0, 730.0)"
1770036068.501,196,2,"(447.0, 730.0)"
1770036068.511,196,2,"(575.0, 718.0)"
1770036068.522,196,2,"(319.0, 718.0)"
1770036068.532,196,2,"(511.0, 718.0)"
1770036068.543,196,2,"(383.0, 718.0)"
1770036068.554,196,2,"(447.0, 706.0)"
1770036068.567,196,2,"(511.0, 706.0)"
1770036068.577,196,2,"(511.0, 669.0)"
1770036068.588,196,2,"(511.0, 645.0)"
1770036068.599,196,2,"(639.0, 633.0)"
1770036068.609,196,2,"(639.0, 596.0)"
1770036068.619,196,2,"(511.0, 572.0)"
1770036068.631,196,2,"(511.0, 560.0)"
1770036068.642,196,2,"(575.0, 560.0)"
1770036068.653,196,2,"(511.0, 548.0)"
1770036068.664,196,2,"(575.0, 548.0)"
1770036068.674,196,2,"(511.0, 535.0)"
1770036068.684,196,2,"(447.0, 535.0)"
1770036068.694,196,2,"(575.0, 523.0)"
1770036068.704,196,2,"(319.0, 511.0)"
1770036068.715,196,2,"(511.0, 511.0)"
1770036068.726,196,2,"(511.0, 487.0)"
1770036068.737,196,2,"(511.0, 474.0)"
1770036068.748,196,2,"(511.0, 462.0)"
1770036068.758,196,2,"(511.0, 462.0)"
1770036068.768,196,2,"(511.0, 462.0)"
1770036068.779,196,2,"(511.0, 450.0)"
1770036068.79,196,2,"(511.0, 438.0)"
1770036068.801,196,2,"(511.0, 426.0)"
1770036068.812,196,2,"(511.0, 401.0)"
1770036068.822,196,2,"(447.0, 401.0)"
1770036068.832,196,2,"(703.0, 401.0)"
1770036068.843,196,2,"(575.0, 426.0)"
1770036068.854,196,2,"(511.0, 438.0)"
1770036068.864,196,2,"(575.0, 462.0)"
1770036068.875,196,2,"(575.0, 474.0)"
1770036068.886,196,2,"(511.0, 474.0)"
1770036068.896,196,2,"(511.0, 487.0)"
1770036068.906,196,2,"(511.0, 487.0)"
1770036068.917,196,2,"(383.0, 487.0)"
1770036068.927,196,2,"(383.0, 499.0)"
1770036068.939,196,2,"(511.0, 511.0)"
1770036068.95,196,2,"(447.0, 535.0)"
1770036068.961,196,2,"(511.0, 535.0)"
1770036068.971,196,2,"(511.0, 548.0)"
1770036068.983,196,2,"(639.0, 560.0)"
1770036068.993,196,2,"(447.0, 572.0)"
1770036069.003,196,2,"(575.0, 584.0)"
1770036069.014,196,2,"(575.0, 584.0)"
1770036069.024,196,2,"(511.0, 584.0)"
1770036069.035,196,2,"(511.0, 584.0)"
1770036069.046,196,2,"(511.0, 584.0)"
1770036069.056,196,2,"(447.0, 584.0)"
1770036069.067,196,2,"(511.0, 584.0)"
1770036069.077,196,2,"(511.0, 572.0)"
1770036069.087,196,2,"(703.0, 560.0)"
1770036069.1,196,2,"(703.0, 548.0)"
1770036069.111,196,2,"(575.0, 535.0)"
1770036069.121,196,2,"(511.0, 548.0)"
1770036069.132,196,2,"(639.0, 548.0)"
1770036069.143,196,2,"(575.0, 548.0)"
1770036069.153,196,2,"(511.0, 535.0)"
1770036069.164,196,2,"(447.0, 535.0)"
1770036069.174,196,2,"(511.0, 523.0)"
1770036069.184,196,2,"(511.0, 511.0)"
1770036069.196,196,2,"(511.0, 487.0)"
1770036069.206,196,2,"(575.0, 462.0)"
1770036069.217,196,2,"(575.0, 438.0)"
1770036069.227,196,2,"(511.0, 426.0)"
1770036069.238,196,2,"(575.0, 426.0)"
1770036069.249,196,2,"(639.0, 414.0)"
1770036069.259,196,2,"(511.0, 426.0)"
1770036069.27,196,2,"(447.0, 426.0)"
1770036069.281,196,2,"(639.0, 450.0)"
1770036069.292,196,2,"(575.0, 462.0)"
1770036069.303,196,2,"(511.0, 474.0)"
1770036069.314,196,2,"(639.0, 499.0)"
1770036069.325,196,2,"(511.0, 511.0)"
1770036069.335,196,2,"(575.0, 535.0)"
1770036069.345,196,2,"(511.0, 548.0)"
1770036069.356,196,2,"(511.0, 535.0)"
1770036069.366,196,2,"(511.0, 511.0)"
1770036069.376,196,2,"(511.0, 487.0)"
1770036069.387,196,2,"(511.0, 462.0)"
1770036069.397,196,2,"(511.0, 462.0)"
1770036069.408,196,2,"(575.0, 462.0)"
1770036069.418,196,2,"(447.0, 462.0)"
1770036069.429,196,2,"(575.0, 474.0)"
1770036069.439,196,2,"(511.0, 487.0)"
1770036069.452,196,2,"(447.0, 511.0)"
1770036069.462,196,2,"(447.0, 523.0)"
1770036069.472,196,2,"(511.0, 535.0)"
1770036069.483,196,2,"(575.0, 523.0)"
1770036069.494,196,2,"(511.0, 523.0)"
1770036069.504,196,2,"(447.0, 511.0)"
1770036069.514,196,2,"(511.0, 511.0)"
1770036069.526,196,2,"(447.0, 511.0)"
1770036069.536,196,2,"(447.0, 523.0)"
1770036069.546,196,2,"(511.0, 523.0)"
1770036069.556,196,2,"(575.0, 511.0)"
1770036069.568,196,2,"(511.0, 499.0)"
1770036069.578,196,2,"(383.0, 499.0)"
1770036069.588,196,2,"(447.0, 474.0)"
1770036069.599,196,2,"(511.0, 474.0)"
1770036069.61,196,2,"(511.0, 462.0)"
1770036069.62,196,2,"(575.0, 474.0)"
1770036069.63,196,2,"(639.0, 487.0)"
1770036069.64,196,2,"(511.0, 511.0)"
1770036069.651,196,2,"(383.0, 535.0)"
1770036069.661,196,2,"(511.0, 548.0)"
1770036069.672,196,2,"(383.0, 560.0)"
1770036069.682,196,2,"(511.0, 548.0)"
1770036069.694,196,2,"(575.0, 535.0)"
1770036069.705,196,2,"(511.0, 535.0)"
1770036069.717,196,2,"(447.0, 535.0)"
1770036069.727,196,2,"(575.0, 535.0)"
1770036069.737,196,2,"(447.0, 535.0)"
1770036069.747,196,2,"(639.0, 535.0)"
1770036069.758,196,2,"(575.0, 535.0)"
1770036069.768,196,2,"(511.0, 548.0)"
1770036069.778,196,2,"(383.0, 560.0)"
1770036069.789,196,2,"(383.0, 560.0)"
1770036069.8,196,2,"(511.0, 560.0)"
1770036069.81,196,2,"(447.0, 560.0)"
1770036069.821,196,2,"(511.0, 560.0)"
1770036069.832,196,2,"(639.0, 560.0)"
1770036069.842,196,2,"(511.0, 572.0)"
1770036069.853,196,2,"(703.0, 572.0)"
1770036069.864,196,2,"(511.0, 596.0)"
1770036069.874,196,2,"(511.0, 596.0)"
1770036069.885,196,2,"(575.0, 596.0)"
1770036069.895,196,2,"(639.0, 584.0)"
1770036069.906,196,2,"(383.0, 584.0)"
1770036069.916,196,2,"(575.0, 584.0)"
1770036069.926,196,2,"(575.0, 584.0)"
1770036069.937,196,2,"(511.0, 584.0)"
1770036069.947,196,2,"(511.0, 584.0)"
1770036069.957,196,2,"(511.0, 572.0)"
1770036069.968,196,2,"(511.0, 560.0)"
1770036069.979,196,2,"(447.0, 548.0)"
1770036069.99,196,2,"(511.0, 523.0)"
1770036070.0,196,2,"(511.0, 523.0)"
1770036070.011,196,2,"(511.0, 499.0)"
1770036070.021,196,2,"(511.0, 487.0)"
1770036070.031,196,2,"(575.0, 462.0)"
1770036070.042,196,2,"(447.0, 450.0)"
1770036070.052,196,2,"(447.0, 450.0)"
1770036070.062,196,2,"(511.0, 438.0)"
1770036070.073,196,2,"(447.0, 426.0)"
1770036070.084,196,2,"(447.0, 414.0)"
1770036070.095,196,2,"(511.0, 401.0)"
1770036070.106,196,2,"(511.0, 389.0)"
1770036070.116,196,2,"(511.0, 365.0)"
1770036070.126,196,2,"(511.0, 365.0)"
1770036070.137,196,2,"(511.0, 353.0)"
1770036070.148,196,2,"(575.0, 341.0)"
1770036070.158,196,2,"(575.0, 328.0)"
1770036070.17,196,2,"(447.0, 328.0)"
1770036070.18,196,2,"(447.0, 316.0)"
1770036074.348,196,3,"(511.0, 182.0)"
1770036074.359,196,3,"(511.0, 170.0)"
1770036074.37,196,3,"(511.0, 170.0)"
1770036074.382,196,3,"(511.0, 170.0)"
1770036074.393,196,3,"(511.0, 170.0)"
1770036074.404,196,3,"(511.0, 170.0)"
1770036074.414,196,3,"(511.0, 170.0)"
1770036074.424,196,3,"(511.0, 170.0)"
1770036074.435,196,3,"(511.0, 170.0)"
1770036074.445,196,3,"(511.0, 170.0)"
1770036074.455,196,3,"(511.0, 170.0)"
1770036074.466,196,3,"(511.0, 170.0)"
1770036074.476,196,3,"(511.0, 170.0)"
1770036074.487,196,3,"(511.0, 158.0)"
1770036074.498,196,3,"(511.0, 158.0)"
1770036074.508,196,3,"(511.0, 158.0)"
1770036074.519,196,3,"(511.0, 158.0)"
1770036074.529,196,3,"(511.0, 170.0)"
1770036074.54,196,3,"(511.0, 170.0)"
1770036074.55,196,3,"(511.0, 170.0)"
1770036074.562,196,3,"(511.0, 170.0)"
1770036074.573,196,3,"(511.0, 158.0)"
1770036074.583,196,3,"(511.0, 158.0)"
1770036074.594,196,3,"(511.0, 146.0)"
1770036074.604,196,3,"(511.0, 146.0)"
1770036074.614,196,3,"(511.0, 146.0)"
1770036074.626,196,3,"(511.0, 158.0)"
1770036074.636,196,3,"(511.0, 158.0)"
1770036074.646,196,3,"(511.0, 158.0)"
1770036074.657,196,3,"(511.0, 158.0)"
1770036074.667,196,3,"(511.0, 170.0)"
1770036074.679,196,3,"(511.0, 170.0)"
1770036074.689,196,3,"(511.0, 170.0)"
1770036074.699,196,3,"(511.0, 170.0)"
1770036074.711,196,3,"(511.0, 170.0)"
1770036074.721,196,3,"(511.0, 170.0)"
1770036074.732,196,3,"(511.0, 170.0)"
1770036074.743,196,3,"(511.0, 170.0)"
1770036074.754,196,3,"(511.0, 170.0)"
1770036074.764,196,3,"(511.0, 170.0)"
1770036074.776,196,3,"(511.0, 170.0)"
1770036074.787,196,3,"(511.0, 170.0)"
1770036074.797,196,3,"(511.0, 170.0)"
1770036074.808,196,3,"(511.0, 170.0)"
1770036074.818,196,3,"(511.0, 170.0)"
1770036074.828,196,3,"(511.0, 170.0)"
1770036074.838,196,3,"(511.0, 170.0)"
1770036074.849,196,3,"(511.0, 170.0)"
1770036074.859,196,3,"(511.0, 170.0)"
1770036074.869,196,3,"(511.0, 170.0)"
1770036074.881,196,3,"(511.0, 182.0)"
1770036074.892,196,3,"(511.0, 194.0)"
1770036074.902,196,3,"(511.0, 194.0)"
1770036074.913,196,3,"(511.0, 182.0)"
1770036074.923,196,3,"(511.0, 182.0)"
1770036074.933,196,3,"(511.0, 170.0)"
1770036074.943,196,3,"(511.0, 170.0)"
1770036074.953,196,3,"(511.0, 170.0)"
